TelepulesBp1Nv2egyeb3,teruletm2,szobAk,eptAtestApusategla1p,kozoskoltseg,Futesgazcirko1gazkonv,Emeletszutfszfelemf11,allapotfelujAtott1ujsze,Liftigen1nem0,Kilataspanorama1utcai,arEft
1,61,3,NA," ",1,2,NA,NA,NA,65900
1,61,3,1,"NA",1,NA,NA,0,1,65900
1,101,3,1,"NA",1,2,NA,1,3,65900
1,86,3,1," ",1,2,3,1,NA,65900
1,58,2,1," ",3,1,1,NA,3,65900
1,79,3,1,"NA",1,NA,NA,0,4,65900
1,86,3,1,"NA",1,2,NA,1,3,65900
1,86,3.5,1," ",1,2,3,1,NA,65900
1,103,2,1," ",1,2,3,NA,2,65900
1,103,2,1," ",1,2,3,0,2,65900
1,101,3.5,1," ",1,2,1,1,2,65900
1,58,3.5,1," ",3,1,1,0,3,65900
1,93,4,1," ",1,1,6,0,NA,65800
2,109,3,1," ",4,1,4,0,3,65800
1,43,1.5,1," ",6,2,4,1,NA,65700
1,72,3,1," ",1,2,1,1,4,65700
3,100,5,3," ",6,NA,4,0,NA,65600
1,56,2.5,1," ",1,2,1,0,1,65600
1,73,3,1," ",1,1,1,1,2,65500
1,64,3,1," ",4,3,4,1,2,65500
3,77,3,1," ",6,1,4,0,3,65500
1,77,3,NA," ",4,1,NA,NA,NA,65410
1,81,4,1," ",5,2,2,1,NA,65272.5
1,80,2.5,1," ",5,2,2,1,NA,65137.5
1,84,3,1," ",4,2,4,1,NA,65137.5
1,64,2,1," ",4,2,4,1,NA,65000
1,75,3,NA," ",4,2,NA,NA,NA,65000
1,75,2,1," ",NA,2,5,NA,2,65000
1,85,3.5,1,"NA",1,1,NA,1,3,65000
1,98,4,1," ",1,2,6,0,NA,65000
1,65,2.5,1," ",4,2,4,1,NA,65000
1,80,3,1," ",1,1,3,0,NA,65000
1,69,2.5,1," ",4,1,3,1,NA,65000
1,70,2.5,1," ",2,1,5,1,NA,65000
1,66,2,1," ",4,2,3,1,NA,65000
1,55,2,1," ",3,1,1,1,4,65000
1,55,2,1," ",3,1,1,1,4,65000
1,70,2.5,1," ",2,1,5,NA,3,65000
1,50,2.5,1,"NA",1,2,NA,1,3,65000
3,88,1.5,NA," ",6,1,3,NA,2,65000
3,85,4,NA," ",6,1,3,NA,2,65000
1,64,3,1," ",2,NA,3,NA,4,65000
1,93,2,1," ",1,NA,5,NA,3,65000
1,83,2.5,1," ",5,2,3,1,3,65000
1,54,2.5,1,"NA",3,1,NA,1,3,65000
1,94,2,1," ",6,2,5,NA,2,65000
1,75,4,1," ",4,1,4,1,NA,65000
1,75,2.5,1," ",4,1,4,1,NA,65000
1,93,3.5,1,"NA",3,2,NA,0,3,65000
3,120,3,NA," ",1,NA,NA,NA,NA,65000
1,79,3,1,"NA",2,2,NA,0,3,65000
1,73,2.5,1," ",4,3,4,1,NA,65000
1,104,4,1," ",1,1,3,0,NA,65000
1,79,3,1," ",2,1,3,1,3,65000
1,64,3,1," ",4,2,4,1,NA,65000
1,74,5,1," ",1,2,1,1,1,65000
1,70,2,1," ",2,1,5,0,3,65000
1,84,2,1," ",1,2,NA,NA,2,65000
1,66,2.5,3,"NA",1,NA,1,0,2,64990
2,87,3,1," ",6,1,4,1,3,64907.25
1,49,2,1," ",1,1,2,1,NA,64900
3,80,3,1," ",4,1,2,NA,2,64900
1,64,2,1," ",1,1,4,1,3,64900
3,80,3,1," ",4,1,2,NA,2,64900
1,83,3.5,1," ",NA,NA,NA,NA,2,64900
1,70,3,1," ",6,2,1,1,3,64900
1,85,3,1," ",4,2,3,1,2,64900
1,88,3,1," ",NA,2,5,1,2,64900
1,70,3,1," ",6,2,3,1,3,64900
1,82,2,1," ",2,1,6,0,NA,64900
1,90,3,1,"NA",1,2,NA,0,3,64900
1,85,2.5,1," ",1,NA,3,NA,2,64900
1,77,3.5,1," ",1,2,3,NA,1,64900
1,90,3.5,1,"NA",1,NA,NA,0,3,64900
1,82,3,1," ",4,NA,NA,NA,2,64900
1,52,2.5,1,"NA",1,3,NA,1,4,64900
1,100,2.5,1,"NA",1,2,NA,1,3,64900
1,70,3,1," ",1,1,2,1,4,64900
1,75,3,1,"NA",1,2,NA,0,3,64900
1,95,2,1," ",1,2,4,1,3,64900
1,98,2,1," ",1,1,3,1,2,64900
1,71,3,1," ",4,2,4,1,2,64900
1,43,2.5,1," ",1,2,2,1,2,64900
1,74,2,1," ",4,2,2,1,1,64900
3,88,4,1," ",6,1,4,0,1,64900
1,77,3,1," ",1,3,3,0,1,64900
3,90,3,1," ",1,1,4,0,4,64900
1,67,2.5,1," ",1,1,3,0,3,64890
1,90,2,1," ",4,2,5,1,NA,64890
1,74,3,1," ",1,2,2,1,NA,64800
1,52,2,1," ",4,3,2,1,1,64800
1,74,2,1," ",1,1,1,0,3,64800
1,52,2.5,1," ",4,3,2,1,1,64800
2,109,4,1," ",6,2,4,1,1,64750
1,75,3,1," ",4,2,4,1,2,64702.85
1,75,3,1," ",4,2,4,1,2,64702.85
2,108,3,1," ",6,1,4,1,3,64546.5
1,94,4,1," ",1,2,1,1,2,64500
1,52,2,1,"NA",4,3,NA,1,3,64500
3,62,2,1,"NA",1,2,NA,1,1,64500
1,71,2,1," ",1,2,1,1,4,64500
1,71,2,1," ",1,2,1,1,4,64500
3,59,2,1," ",6,2,4,1,1,64500
2,105,3,1," ",6,1,4,1,3,64491
1,76,2,1," ",5,3,2,1,NA,64444
1,81,2.5,1," ",5,2,2,1,NA,64402.2
1,80,4,1," ",5,2,2,1,NA,64187.6
2,109,3,1," ",6,1,4,1,3,64158
1,84,2.5,1,"NA",1,2,NA,1,3,64000
1,75,2.5,1," ",4,1,2,1,NA,64000
1,75,2.5,1," ",4,1,2,1,NA,64000
1,76,2.5,1,"NA",4,2,NA,0,3,63990
1,74,2,1," ",1,1,2,1,NA,63990
1,52,2,1," ",NA,1,4,1,3,63967.56
1,68,2,1,"NA",1,2,NA,1,1,63900
1,68,3,1," ",4,NA,5,NA,2,63900
1,71,2.5,3," ",4,2,6,1,1,63900
1,73,2,1," ",6,NA,1,NA,4,63900
1,70,2.5,1," ",4,1,2,1,3,63900
1,64,2,1," ",4,1,2,1,NA,63900
3,78,3,1," ",4,2,2,1,NA,63890
1,73,3,NA," ",4,1,NA,NA,NA,63810
1,72,2.5,3,"NA",1,1,3,0,3,63800
3,82,4,1," ",1,2,4,0,1,63800
3,141,4,1," ",1,1,1,NA,1,63700
3,141,4,1," ",1,1,1,0,1,63700
1,85,2.5,1," ",1,2,1,1,2,63700
1,85,2.5,1," ",1,2,1,1,2,63700
3,97,5,3," ",6,NA,4,0,NA,63625
1,59,2,1," ",5,3,1,1,NA,63613.2
1,77,3,1," ",4,2,4,1,2,63600.7
1,77,3,1," ",4,2,4,1,2,63600.7
1,87,2,1,"NA",1,1,NA,0,3,63600
1,87,2,1," ",1,1,3,0,2,63600
1,99,3,1," ",2,1,6,0,NA,63586.25
1,99,3,1," ",2,1,6,0,NA,63586.25
3,83,3,1," ",1,1,4,NA,2,63500
1,93,3,1," ",1,1,3,NA,2,63500
1,89,3,1," ",1,1,3,NA,2,63500
1,89,3,1," ",1,1,3,0,2,63500
1,89,3,1," ",1,1,3,NA,2,63500
1,69,3,1," ",NA,NA,1,NA,2,63500
1,170,5,1,"NA",1,NA,NA,0,3,63500
1,79,3,NA," ",1,1,NA,NA,NA,63490
1,79,3,1,"NA",1,1,NA,0,4,63490
1,80,2.5,1," ",5,2,2,1,NA,63320.2
1,86,3,1," ",4,2,4,1,NA,63320.2
1,71,3.5,1,"NA",6,2,NA,1,4,63316
2,103,3,1," ",6,1,4,1,3,63214.5
1,65,2.5,1," ",4,1,4,1,NA,63200
1,86,3,1," ",2,2,6,0,NA,63000
1,50,1.5,1," ",1,1,2,1,NA,63000
1,105,4,1," ",4,3,3,1,NA,63000
1,68,2,1," ",1,2,2,0,NA,63000
1,68,2,1," ",1,2,2,0,NA,63000
1,68,2,1," ",1,2,2,0,NA,63000
1,111,4,1," ",1,2,3,NA,3,63000
1,105,4,1," ",4,3,3,1,NA,63000
1,68,2,1," ",1,2,2,0,NA,63000
1,65,2,1," ",3,2,1,1,2,63000
1,91,2,1,"NA",4,3,NA,1,3,63000
1,77,3,1,"NA",1,1,NA,0,3,63000
1,77,2.5,1," ",1,1,2,0,NA,63000
1,55,3,1,"NA",3,2,NA,0,4,63000
1,60,3,1," ",4,3,5,1,NA,63000
1,86,2,1," ",2,2,6,0,NA,63000
1,65,3,1," ",3,2,1,1,2,63000
1,94,2,1," ",1,2,3,NA,4,62990
1,69,2,1,"NA",1,2,NA,1,4,62990
1,69,3,1,"NA",1,2,NA,0,3,62990
1,94,3,1," ",1,3,3,0,4,62990
3,70,3,1," ",6,2,4,1,1,62990
1,72,2.5,1," ",4,2,2,1,NA,62990
1,73,3,1," ",4,1,2,1,NA,62990
2,105,2,1," ",6,1,4,1,3,62964.75
1,81,3,1," ",1,NA,NA,0,3,62939
1,62,3,1," ",3,1,2,0,NA,62900
1,100,2,1," ",1,2,3,1,2,62900
1,48,2,1," ",4,3,4,1,4,62900
1,58,2.5,1," ",1,2,4,NA,4,62900
1,78,3,1," ",4,1,6,1,NA,62900
1,68,3,1," ",3,2,2,1,NA,62900
1,60,2,1," ",1,1,1,1,2,62900
1,73,3.5,1,"NA",6,2,NA,0,3,62900
1,80,3,1," ",4,3,5,1,2,62900
1,81,2.5,1," ",1,2,2,0,NA,62900
1,75,2,1,"NA",NA,1,NA,0,4,62900
1,85,2.5,1," ",1,2,3,1,NA,62900
1,85,3,1,"NA",1,2,NA,1,3,62900
1,80,2.5,1," ",5,2,NA,1,4,62900
1,67,2.5,1," ",4,2,3,1,2,62900
1,75,2.5,1," ",1,2,1,1,2,62900
3,108,2.5,1," ",6,1,4,0,1,62900
3,108,3,1," ",6,1,4,0,1,62900
1,86,2,1," ",1,1,2,0,3,62900
1,71,3.5,1,"NA",6,2,NA,1,4,62884
1,103,4,3," ",6,2,4,1,NA,62872.7
1,103,4,3," ",6,2,4,1,NA,62872.7
1,103,4,3," ",6,1,4,1,NA,62872.7
1,103,4,3," ",6,2,4,1,NA,62872.7
1,99,4,1," ",4,2,4,1,3,62872.7
1,99,4,1," ",4,1,4,1,3,62872.7
1,75,2.5,1,"NA",1,1,NA,0,3,62800
1,104,3.5,1," ",2,3,6,1,2,62800
1,88,2.5,1," ",2,2,3,NA,2,62800
1,88,2.5,1," ",2,2,3,0,2,62800
1,104,3.5,1," ",2,3,6,1,2,62800
3,90,4,3," ",6,1,4,0,NA,62738
1,106,3,1," ",3,1,4,0,NA,62633
1,106,3,1," ",3,1,NA,NA,NA,62633
1,65,3,1," ",4,1,4,1,3,62600
1,72,3,NA," ",4,1,NA,NA,NA,62540
1,56,2,1," ",NA,2,4,1,5,62502.59
1,72,2.5,1," ",1,2,1,NA,3,62500
1,71,2.5,1," ",4,3,4,1,NA,62500
1,71,2.5,1," ",4,3,4,1,NA,62500
1,69,2.5,1," ",1,2,2,0,1,62500
1,72,2.5,1," ",1,2,1,0,3,62500
1,76,2,1," ",5,1,2,1,NA,62488
1,71,2.5,1," ",1,1,2,1,NA,62480
1,71,2.5,1," ",1,1,2,1,NA,62480
1,71,3,1,"NA",1,1,NA,1,4,62480
3,104,3,1,"NA",1,1,NA,0,4,62200
2,104,3,1," ",6,1,4,1,3,62160
1,51,2,1," ",NA,1,4,1,3,62144.86
2,100,3,1," ",6,1,4,1,3,62021.25
1,82,2.5,1," ",1,1,6,NA,2,62000
1,82,2.5,1," ",1,1,6,0,2,62000
1,97,3.5,1," ",1,2,3,0,NA,62000
1,83,2.5,1," ",4,1,3,1,NA,62000
1,71,3.5,1,"NA",NA,3,NA,1,1,62000
1,80,2.5,NA," ",1,2,NA,NA,NA,62000
1,67,2.5,NA," ",4,2,NA,NA,NA,62000
1,66,2.5,3," ",2,2,3,0,NA,62000
1,79,2,1," ",4,2,2,1,NA,62000
1,67,2.5,1,"NA",4,2,NA,1,4,62000
1,57,2.5,1," ",1,NA,3,NA,3,62000
3,90,2,1," ",6,NA,NA,0,3,62000
1,46,2,1,"NA",1,NA,NA,1,3,62000
3,97,2,NA," ",NA,NA,NA,NA,NA,62000
3,59,2,1," ",6,2,4,1,1,62000
1,53,3,1," ",5,2,1,1,2,61990
1,53,3,1," ",5,2,1,1,2,61990
1,85,2,1," ",1,2,3,0,1,61950
1,60,2,1," ",1,2,3,1,NA,61900
1,63,2,NA," ",1,1,NA,NA,NA,61900
1,66,2,1,"NA",3,2,NA,1,3,61900
1,100,2,1," ",2,2,NA,0,3,61900
1,63,4,1,"NA",1,NA,NA,0,4,61900
1,57,2,1," ",3,2,2,1,3,61900
1,57,2.5,1," ",3,2,2,1,3,61900
1,67,2.5,1," ",1,2,2,1,3,61900
1,67,2.5,1," ",1,NA,3,NA,3,61900
1,71,2.5,1," ",1,2,1,1,2,61900
1,60,2.5,1," ",1,2,3,1,NA,61900
1,67,2,1," ",1,2,2,1,3,61900
1,52,2,1," ",4,1,2,1,3,61900
3,89,2.5,3," ",1,1,4,0,NA,61890
1,95,3,1," ",1,2,2,1,NA,61800
1,81,2,1," ",5,1,3,1,NA,61800
1,71,2,1,"NA",NA,2,NA,1,3,61770
2,101,4,1," ",6,1,4,1,3,61716
1,87,3,1," ",4,2,4,NA,3,61700
1,86,2,1," ",4,2,NA,0,3,61700
1,87,3,1," ",4,3,4,0,3,61700
1,85,2.5,3,"NA",1,1,3,0,NA,61500
1,58,2.5,1," ",1,2,1,NA,4,61500
1,85,3,1,"NA",5,2,NA,1,3,61500
1,94,3,1," ",1,2,NA,NA,3,61500
1,90,3,1,"NA",3,1,NA,0,4,61500
1,73,2.5,1," ",1,2,2,0,2,61490
1,73,2.5,1," ",1,2,2,NA,2,61490
1,60,3,1," ",6,1,4,1,1,61488
2,101,3,1," ",6,1,4,1,3,61161
2,101,3,1," ",6,2,4,1,3,61133.25
3,94,5,3," ",6,1,4,0,NA,61099
1,53,2,1," ",4,1,2,1,NA,61000
1,79,3,1," ",1,1,3,1,NA,61000
1,79,3,1," ",1,1,3,1,NA,61000
2,135,3,1," ",6,2,4,1,1,61000
2,105,3,1," ",6,2,4,1,1,61000
2,105,3,1," ",6,2,4,1,1,61000
2,87,4,1,"NA",1,NA,NA,0,3,60998
3,70,3,1," ",1,NA,4,NA,3,60900
3,71,3,1," ",6,1,4,0,3,60900
1,47,2,1," ",4,2,2,1,4,60679.45
1,42,1.5,1," ",4,1,2,1,NA,60625
1,100,3,1," ",3,2,4,0,NA,60532
1,47,1,1," ",4,NA,4,NA,4,60500
2,101,3,1," ",6,1,4,1,3,60467.25
1,76,3,1," ",5,2,2,1,NA,60416.25
1,39,2,1,"NA",1,NA,NA,1,4,60200
1,71,2.5,1," ",4,2,4,1,3,60200
1,71,2.5,1," ",4,2,4,1,3,60200
1,77,3,1," ",4,1,4,1,2,60155.5
1,77,3,1," ",4,1,4,1,2,60155.5
1,47,2,1," ",4,2,2,1,4,60111.65
1,57,2,1," ",5,3,2,1,NA,60093.6
1,102,3,1," ",3,1,4,0,NA,60040
1,48,2,1," ",4,1,3,1,NA,60000
1,91,3,1," ",1,NA,3,NA,2,60000
1,70,3,NA," ",1,2,NA,NA,NA,60000
1,77,3,1," ",1,1,2,0,NA,60000
1,94,2.5,1," ",1,1,1,NA,2,60000
1,72,3,1," ",1,1,NA,NA,4,60000
1,63,3.5,1," ",1,2,2,0,NA,60000
1,70,2,1,"NA",1,2,NA,1,4,60000
1,70,2,1," ",1,2,1,1,4,60000
1,70,3,1," ",1,2,1,1,4,60000
2,113,3,1," ",5,1,NA,NA,4,60000
1,112,3,1," ",1,2,3,0,2,60000
3,122,4,1,"NA",1,NA,NA,0,4,60000
1,68,3.5,1," ",2,1,3,0,2,60000
1,62,3.5,1," ",2,2,5,0,2,60000
2,132,2.5,1," ",6,2,4,1,1,60000
2,108,4,1," ",6,2,4,1,1,60000
2,108,4,1," ",6,2,4,1,1,60000
3,60,4,1," ",6,2,4,1,4,60000
1,74,3,1,"NA",2,2,NA,1,3,59999.999
1,95,3,1," ",1,1,4,1,3,59999.9
1,95,3,1," ",1,1,4,1,3,59999.9
1,100,3,1,"NA",1,1,NA,0,3,59999
1,48,1.5,1," ",2,1,2,1,NA,59990
1,115,3,3,"NA",1,2,NA,0,NA,59990
3,68,2,1," ",6,1,4,1,3,59990
2,98,3,1," ",6,2,4,1,2,59967.75
1,42,2,1," ",NA,1,4,1,3,59903.09
1,73,3,1," ",1,1,2,1,NA,59900
1,63,2,1," ",1,1,3,1,NA,59900
1,73,2.5,1," ",1,1,6,1,NA,59900
1,80,2,1," ",1,1,3,NA,3,59900
1,86,3,1," ",6,1,5,1,2,59900
1,103,2.5,1," ",1,2,6,0,NA,59900
1,73,2.5,1," ",1,1,6,1,NA,59900
1,92,4,1," ",4,NA,3,NA,3,59900
1,61,2,1,"NA",1,2,NA,1,4,59900
1,90,2,1," ",NA,NA,3,1,5,59900
1,103,2.5,1," ",1,2,6,0,NA,59900
1,73,2.5,1," ",1,1,6,1,NA,59900
1,72,2.5,1," ",1,1,NA,0,3,59900
1,94,2.5,1," ",1,1,3,0,NA,59900
3,100,4.5,1," ",1,NA,3,NA,2,59900
3,60,3,1," ",1,NA,3,NA,4,59900
1,76,2.5,1," ",1,NA,3,NA,2,59900
1,58,2,1," ",1,2,NA,NA,3,59900
1,100,3.5,1," ",1,2,5,0,NA,59900
1,84,3,2," ",4,1,2,0,NA,59900
1,84,3,2," ",4,1,2,0,NA,59900
1,94,3,1," ",2,1,3,1,2,59900
3,74,3,3," ",1,1,2,0,4,59900
1,65,3,1," ",4,NA,3,NA,2,59900
1,60,3,1," ",1,2,6,1,2,59900
1,85,4,1,"NA",NA,NA,NA,0,3,59900
1,32,2.5,1,"NA",3,NA,NA,1,3,59900
1,140,2,1," ",1,NA,NA,NA,NA,59900
1,68,2.5,1," ",3,2,1,1,4,59900
1,81,1.5,1," ",1,NA,3,NA,2,59900
1,65,2.5,1," ",4,2,1,1,2,59900
1,65,3.5,1," ",4,2,1,1,2,59900
1,109,2.5,1," ",1,3,1,0,4,59900
1,109,3,1," ",1,2,1,NA,4,59900
1,58,2.5,1," ",1,NA,NA,0,4,59900
3,78,2.5,1," ",1,1,4,NA,3,59900
1,46,5.5,1," ",1,2,4,1,3,59900
1,78,5.5,1,"NA",1,1,NA,0,3,59900
1,66,4,1,"NA",1,2,NA,0,3,59900
1,78,2.5,1," ",6,1,NA,0,3,59900
1,73,2.5,1,"NA",1,NA,NA,1,3,59900
1,96,1.5,1," ",1,NA,3,NA,2,59900
1,80,3,1," ",1,1,3,0,4,59900
1,80,2.5,1," ",1,1,3,NA,4,59900
1,70,2,1," ",2,2,6,0,4,59900
1,70,3,1," ",2,2,6,NA,4,59900
1,46,3,1," ",1,2,4,1,3,59900
1,46,3,1," ",1,3,4,1,3,59900
1,63,3,1,"NA",1,2,NA,0,3,59900
1,73,2,1," ",1,1,3,NA,3,59900
1,67,2,1," ",6,1,4,1,NA,59900
1,124,1.5,1," ",1,NA,NA,NA,4,59900
1,65,1.5,1," ",1,1,3,1,NA,59900
1,63,4,1," ",1,1,3,1,NA,59900
1,73,2,1," ",1,1,2,1,NA,59900
1,94,3,1," ",1,3,2,1,2,59900
1,73,3,1," ",1,1,3,0,3,59900
1,94,2.5,1," ",2,1,3,1,2,59900
1,80,2,2," ",5,2,NA,NA,2,59900
3,91,4.5,1," ",3,2,4,1,1,59900
3,95,2,1," ",1,1,1,0,3,59900
1,85,3,1," ",1,2,1,0,4,59900
3,78,2,1," ",1,1,4,0,3,59900
1,71,3,NA," ",4,2,6,1,1,59900
1,130,4,1," ",1,2,6,0,NA,59899
1,68,2,1," ",3,2,1,0,2,59850
2,98,3,1," ",6,2,4,1,3,59829
1,79,3,1," ",NA,NA,5,1,2,59800
3,96,4,1," ",1,1,2,NA,3,59800
1,87,4,1," ",1,2,1,1,4,59800
1,82,3,1," ",1,NA,3,NA,3,59800
3,96,3,1," ",1,1,2,0,3,59800
1,67,3,1,"NA",6,2,NA,1,4,59760
1,101,3,1," ",1,1,3,1,NA,59750
1,101,3,1," ",1,1,3,1,NA,59750
1,99,3,1," ",3,2,4,0,NA,59645
2,91,3,1,"NA",1,NA,NA,1,3,59630
1,76,2,1," ",5,2,2,1,NA,59610.7
1,86,2.5,1," ",1,NA,3,NA,2,59600
1,80,2.5,1," ",1,2,4,1,2,59524.5
1,80,2.5,1," ",1,2,4,1,2,59524.5
1,70,2.5,NA," ",4,1,NA,NA,NA,59500
1,84,2.5,1," ",1,1,6,0,NA,59500
1,70,2.5,3,"NA",4,NA,NA,1,3,59500
1,73,2.5,NA," ",2,1,NA,NA,NA,59500
1,73,2.5,1,"NA",2,NA,NA,0,3,59500
1,79,2,1," ",1,2,1,NA,2,59500
1,85,2,1," ",1,NA,4,NA,2,59500
1,68,3,1,"NA",4,2,NA,1,3,59500
1,49,2,1," ",1,2,NA,1,1,59500
2,77,3,1," ",6,2,4,1,2,59412.75
1,104,3.5,1," ",2,2,6,0,NA,59400
1,100,4,1," ",6,1,3,1,NA,59400
3,83,2.5,1," ",6,1,4,0,1,59400
1,61,2,1," ",6,3,4,1,NA,59347.2
1,61,2,1," ",1,1,3,1,4,59300
1,71,3,1," ",5,2,2,1,NA,59072
1,61,2,1,"NA",NA,1,NA,0,3,59000
1,95,3,1," ",1,2,3,0,NA,59000
1,95,3,1," ",1,2,3,0,NA,59000
1,58,1.5,1," ",4,3,2,1,NA,59000
1,69,3,1," ",NA,2,3,NA,2,59000
1,94,2.5,1," ",1,1,1,1,5,59000
1,94,2.5,1," ",1,1,3,1,5,59000
1,71,3,NA," ",1,1,NA,NA,NA,59000
1,75,2.5,1," ",4,3,4,1,2,59000
1,71,3,1,"NA",1,1,NA,0,3,59000
1,92,3,1,"NA",4,NA,NA,0,3,59000
1,65,2.5,1," ",3,2,1,NA,2,59000
1,90,4,1," ",3,1,1,0,2,59000
1,90,2,1," ",3,1,1,NA,2,59000
1,49,2,1,"NA",1,NA,NA,0,3,59000
1,65,2,1," ",1,1,3,0,NA,59000
1,67,2,1," ",4,2,3,1,NA,59000
1,95,1.5,1," ",1,2,3,0,NA,59000
1,65,1.5,1," ",3,2,1,0,2,59000
3,85,3,1," ",1,1,1,0,3,59000
1,72,2.5,1," ",4,3,2,1,1,59000
1,75,3,1," ",4,3,4,1,2,59000
1,71,3,1," ",6,1,4,1,3,58990
2,81,2,1," ",6,2,4,1,3,58968.75
3,86,3,1,"NA",NA,NA,NA,0,3,58900
1,103,3,1," ",1,2,3,0,NA,58900
1,89,2.5,1," ",1,1,3,1,NA,58900
1,99,3,1," ",1,1,5,1,NA,58900
1,77,3,1,"NA",1,1,NA,0,3,58900
1,71,2.5,1," ",4,2,3,1,NA,58900
1,83,2.5,1,"NA",4,2,NA,1,4,58900
1,56,3,1," ",4,3,2,1,3,58900
1,83,3,1," ",4,2,3,1,2,58900
1,83,2.5,1," ",4,2,6,1,3,58900
1,70,2.5,1," ",1,2,4,NA,2,58900
1,62,2.5,1,"NA",1,2,NA,0,4,58900
1,71,2,1," ",5,2,1,1,2,58900
1,113,4,2," ",5,NA,3,NA,2,58900
1,83,3,1," ",5,1,NA,1,3,58900
1,117,3,1," ",2,1,3,NA,2,58900
1,131,2.5,1," ",1,2,2,1,NA,58900
1,56,2.5,1," ",4,3,2,1,3,58900
1,71,4,1," ",5,2,1,1,2,58900
1,117,3,1," ",2,1,3,0,2,58900
1,62,3.5,1," ",4,1,4,1,3,58900
1,83,3.5,1," ",4,2,3,1,2,58900
3,91,3.5,1," ",6,1,4,0,1,58900
1,49,2,1," ",4,1,2,1,NA,58800
1,73,2.5,1,"NA",5,2,NA,1,3,58800
3,81,4,3," ",6,NA,NA,0,NA,58800
1,60,2,1," ",6,2,4,1,NA,58719.5
3,105,4,1," ",1,1,4,1,1,58652.46
1,86,2.5,1," ",1,2,2,0,NA,58500
2,78,2.5,1," ",1,1,1,0,2,58500
1,56,2,1," ",5,1,1,0,3,58500
1,65,2,1,"NA",1,1,NA,0,3,58500
1,78,3,1," ",6,NA,3,NA,2,58500
1,86,2.5,1," ",1,2,2,0,NA,58500
1,60,2,1," ",1,1,1,NA,4,58469
1,60,2,1," ",1,1,1,0,4,58469
1,84,3,1," ",1,1,3,0,NA,58460
2,93,3,1," ",6,2,4,1,3,58413.75
1,61,2,1," ",1,1,4,1,1,58410
1,53,2,1," ",3,2,2,1,NA,58300
1,53,2,1," ",3,2,2,1,NA,58300
1,82,3,1,"NA",1,2,NA,1,3,58300
3,165,2.5,1," ",4,2,NA,0,3,58293.875
3,82,2.5,1,"NA",3,2,NA,0,3,58261.5
3,82,2.5,1,"NA",3,NA,NA,0,3,58261.5
1,56,2.5,NA," ",6,3,NA,NA,NA,58200
1,56,2.5,1,"NA",NA,3,NA,1,3,58200
1,77,2.5,1," ",1,2,4,1,2,58124.5
1,77,2.5,1," ",1,2,4,1,2,58124.5
1,77,2.5,1," ",1,1,4,1,2,58124.5
1,77,2.5,1," ",1,2,4,1,2,58124.5
1,77,2.5,1," ",1,2,4,1,2,58124.5
1,77,2.5,1," ",1,1,4,1,2,58124.5
1,78,3,1," ",2,1,3,0,4,58000
1,94,2.5,1,"NA",2,1,NA,1,4,58000
1,78,3,1," ",2,1,3,NA,4,58000
1,93,2,1," ",2,1,6,1,2,58000
1,57,2.5,NA," ",3,1,NA,NA,NA,58000
1,55,2.5,1," ",2,1,6,0,4,58000
1,55,2.5,1," ",2,1,6,NA,4,58000
1,65,2,1,"NA",3,2,NA,0,3,58000
1,89,3,1," ",1,1,3,NA,2,58000
1,57,2.5,1,"NA",3,1,NA,1,4,58000
1,71,2.5,1," ",2,2,6,0,2,58000
1,71,2.5,1," ",2,2,6,NA,2,58000
1,68,1.5,1," ",2,1,5,1,NA,58000
1,87,3,1," ",1,1,1,0,3,58000
1,50,2,1," ",4,1,2,1,2,58000
1,70,2.5,1," ",1,1,2,0,NA,57990
1,61,2,NA," ",1,2,NA,NA,NA,57990
1,59,2,1,"NA",1,2,NA,0,1,57990
1,61,2,1,"NA",1,2,NA,0,4,57990
3,82,3,3," ",6,1,4,0,NA,57912
3,81,3.5,1,"NA",3,1,NA,0,3,57908.4
1,58,2,1," ",3,NA,1,NA,2,57900
1,80,2,1," ",5,NA,5,NA,NA,57900
1,61,2,1," ",4,3,2,1,NA,57900
1,84,2,1," ",1,1,3,1,2,57900
1,84,2,1," ",1,1,3,1,2,57900
1,81,3,1," ",1,1,2,0,NA,57900
1,65,3,1,"NA",5,2,NA,1,3,57900
1,95,2,1," ",2,2,5,NA,2,57900
1,65,3,1,"NA",4,2,NA,1,4,57900
1,78,3,1," ",1,NA,3,NA,4,57900
1,84,3,1,"NA",4,2,NA,1,3,57900
1,101,2.5,1,"NA",1,2,NA,0,3,57900
1,75,3,1," ",2,2,5,1,2,57900
1,69,3.5,1," ",4,3,6,1,3,57900
1,62,3,1," ",3,2,1,1,4,57900
1,90,2.5,1," ",1,1,NA,NA,2,57900
1,105,2.5,1," ",1,NA,NA,NA,NA,57900
1,105,1.5,1," ",1,NA,NA,NA,4,57900
1,62,1.5,1," ",3,2,1,1,4,57900
1,63,2.5,1," ",1,1,NA,NA,2,57900
1,69,4,1," ",4,3,6,1,3,57900
3,87,4.5,1," ",3,1,4,0,1,57900
3,87,1.5,1," ",3,1,4,0,1,57900
3,84,4,1," ",1,1,4,NA,4,57890
3,84,4,3," ",1,1,4,0,NA,57890
1,47,2,1,"NA",4,3,NA,1,1,57843.2
1,89,2,1," ",4,1,4,0,2,57815.5
1,68,2,1," ",4,2,4,1,3,57800
1,68,2.5,1," ",4,2,4,1,3,57800
1,89,2.5,3," ",6,1,4,1,NA,57800
