Település;ár;terület (m^2);Szobák;Építés típusa;Futés;Emelet;Ing. állapota;Lift;Megye
Budapest XI ker;29 900 000 Ft;33;1 + 1;panel;távfutés;3;jó állapotú;igen;Budapest
Budapest XIV ker;29 900 000 Ft;38;1 + 1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest VIII ker;63 000 000 Ft;68;2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XI ker;46 900 000 Ft;48;2;panel;távfutés;9;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest X ker;23 900 000 Ft;50;2;panel;távfutés;7;közepes állapotú;igen;Budapest
Budapest XIII ker;42 600 000 Ft;58;2;tégla;távfutés;2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest III ker;32 900 000 Ft;57;1 + 2;panel;távfutés;7;jó állapotú;igen;Budapest
Budapest XX ker;19 000 000 Ft;40;1 + 1;tégla;gáz (konvektor);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XIII ker;19 600 000 Ft;38;1 + 1;tégla;elektromos;szuterén;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XI ker;54 200 000 Ft;75;2 + 1;csúszózsalusbeton;távfutés;9;jó állapotú;igen;Budapest
Budapest VIII ker;63 586 250 Ft;99;3;tégla;gáz (konvektor);földszint;közepes állapotú;nem;Budapest
Herceghalom;57 912 000 Ft;82;3;te´gla csu´szo´zsalusbeton egye´b;egye´b;fo¨ldszint;u´j e´pi´te´su<U+030B>;nem;Pest
Budapest XIV ker;32 400 000 Ft;49;1 + 1;panel;házközponti egyedi méréssel;6;jó állapotú;igen;Budapest
Budapest XII ker;55 500 000 Ft;55;2 + 1;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest III ker;19 900 000 Ft;23;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest VIII ker;43 800 000 Ft;64;2 + 1;tégla;elektromos;4;új építésu;nem;Budapest
Budapest III ker;22 000 000 Ft;32;1;panel;házközponti egyedi méréssel;6;közepes állapotú;igen;Budapest
Budapest VIII ker;33 000 000 Ft;39;3;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;47 990 000 Ft;71;4;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Herceghalom;62 738 000 Ft;90;4;te´gla csu´szo´zsalusbeton egye´b;egye´b;fo¨ldszint;u´j e´pi´te´su<U+030B>;nem;Pest
Budapest XX ker;22 000 000 Ft;37;1 + 1;tégla;egyéb;földszint;jó állapotú;nem;Budapest
Budapest VIII ker;49 990 000 Ft;61;2 + 1;tégla;gáz (konvektor);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VII ker;69 900 000 Ft;88;2 + 1;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Budapest XIV ker;29 900 000 Ft;35;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XI ker;56 000 000 Ft;65;2;tégla;elektromos;2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest X ker;26 600 000 Ft;35;1 + 1;panel;házközponti egyedi méréssel;1;jó állapotú;igen;Budapest
Budapest X ker;39 900 000 Ft;73;2;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XIII ker;32 900 000 Ft;58;1 + 2;panel;távfutés;földszint;közepes állapotú;igen;Budapest
Budapest XIII ker;74 900 000 Ft;82;2;tégla;házközponti futés;magasföldszint;jó állapotú;igen;Budapest
Budapest VI ker;31 500 000 Ft;40;1;tégla;gáz (konvektor);magasföldszint;jó állapotú;nem;Budapest
Budapest IV ker;17 650 000 Ft;40;1 + 1;tégla;gáz (konvektor);földszint;felújítandó;nem;Budapest
Budapest IV ker;23 500 000 Ft;35;1 + 1;panel;távfutés;1;jó állapotú;igen;Budapest
Budapest XIV ker;30 500 000 Ft;45;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XX ker;25 900 000 Ft;69;2;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest
Budapest VIII ker;17 900 000 Ft;28;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XIV ker;28 500 000 Ft;35;1;tégla;távfutés;2;jó állapotú;nem;Budapest
Budapest VI ker;99 000 000 Ft;89;2;tégla;házközponti egyedi méréssel;1;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest XIV ker;35 500 000 Ft;38;1 + 1;tégla;gáz (konvektor);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;24 600 000 Ft;27;1;tégla;gáz (konvektor);2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XIII ker;31 400 000 Ft;46;1 + 1;tégla;gáz (cirko);magasföldszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;66 100 000 Ft;103;3 + 1;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VI ker;22 500 000 Ft;25;1;tégla;gáz (konvektor);magasföldszint;közepes állapotú;nem;Budapest
Budapest VIII ker;29 900 000 Ft;46;2;tégla;egyéb;földszint;felújítandó;nem;Budapest
Budapest XX ker;17 900 000 Ft;56;2;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XIII ker;74 900 000 Ft;92;2 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest VIII ker;21 900 000 Ft;27;1;tégla;elektromos;2;jó állapotú;nem;Budapest
Budapest XXIII ker;26 900 000 Ft;79;2;tégla;gáz (cirko);földszint;közepes állapotú;nem;Budapest
Budapest XIII ker;33 900 000 Ft;60;2;tégla;gáz (konvektor);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XIV ker;30 000 000 Ft;34;1;tégla;gáz (cirko);4;jó állapotú;igen;Budapest
Budapest XIII ker;74 900 000 Ft;86;3 + 1;tégla;házközponti egyedi méréssel;1;új építésu;igen;Budapest
Budapest XIV ker;28 800 000 Ft;33;1 + 1;tégla;gáz (konvektor);4;jó állapotú;nem;Budapest
Budapest X ker;25 700 000 Ft;38;1;panel;távfutés;1;jó állapotú;igen;Budapest
Budapest XIV ker;29 900 000 Ft;84;3;tégla;gáz (cirko);szuterén;közepes állapotú;nem;Budapest
Budapest XIII ker;82 800 000 Ft;90;4;tégla;házközponti egyedi méréssel;5;új építésu;igen;Budapest
Budapest VIII ker;21 700 000 Ft;36;1;tégla;elektromos;földszint;közepes állapotú;nem;Budapest
Budapest VI ker;137 900 000 Ft;83;3;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest III ker;30 500 000 Ft;57;1 + 2;panel;távfutés;2;jó állapotú;igen;Budapest
Budapest XIII ker;23 500 000 Ft;32;1;tégla;gáz (konvektor);földszint;jó állapotú;igen;Budapest
Budapest X ker;24 500 000 Ft;27;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XIII ker;33 500 000 Ft;39;1;tégla;házközponti egyedi méréssel;1;felújítandó;igen;Budapest
Budapest XIV ker;25 200 000 Ft;38;1;tégla;elektromos;földszint;közepes állapotú;nem;Budapest
Budapest III ker;27 900 000 Ft;57;1;panel;házközponti futés;földszint;jó állapotú;igen;Budapest
Budapest XXI ker;28 500 000 Ft;51;1 + 1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budapest XIII ker;79 800 000 Ft;90;4;tégla;házközponti egyedi méréssel;4;új építésu;igen;Budapest
Budapest IX ker;84 540 000 Ft;82;3;tégla;házközponti egyedi méréssel;6;új építésu;igen;Budapest
Budapest XIV ker;26 900 000 Ft;45;1 + 1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest VII ker;55 900 000 Ft;70;2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest XIII ker;78 800 000 Ft;90;4;tégla;házközponti egyedi méréssel;3;új építésu;igen;Budapest
Budapest IV ker;18 500 000 Ft;27;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest IV ker;34 490 000 Ft;71;2 + 1;panel;távfutés;5;jó állapotú;igen;Budapest
Budapest VI ker;20 900 000 Ft;21;1;tégla;gáz (konvektor);3;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VI ker;21 800 000 Ft;21;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest IV ker;31 990 000 Ft;67;2 + 1;tégla;házközponti futés;9;felújítandó;van;Budapest
Miskolc;16 900 000 Ft;53;2;tégla;gáz (cirko);földszint;felújított;NA;Borsod-Abaúj-Zemplén
Budapest III ker;23 800 000 Ft;27;1;tégla;gáz;földszint;jó állapotú;NA;Budapest
Budapest XII ker;125 000 000 Ft;108;4;tégla;nincs megadva;1;kiváló;igen;Budapest
Kiskunhalas;23 500 000 Ft;99;3;tégla;gáz - cirko;1;nincs megadva;nincs;Bács-Kiskun
Budapest III ker;31 000 000 Ft;31;1;panel;távfutés;nincs megadva;nincs megadva;nincs;Budapest
Budapest IX ker;39 900 000 Ft;83;2 + 1;tégla;nincs megadva;2;nincs megadva;van;Budapest
Budapest IV ker;84 900 000 Ft;146;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest VII ker;34 300 000 Ft;37;1;tégla;gáz;földszint;felújított;NA;Budapest
Budapest IV ker;84 900 000 Ft;137;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest IV ker;54 900 000 Ft;86;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest X ker;42 600 000 Ft;66;3;tégla;házközponti egyedi méréssel;1;újszeru (kevessebb mint 10éves);igen;Budapest
Budapest V ker;49 900 000 Ft;42;2 + 1;tégla;elektromos;4;újszeru;igen;Budapest
Budapest XI ker;91 000 000 Ft;170;3;tégla;cirkó;nincs megadva;átlagos;igen;Budapest
Budapest XVI ker;24 990 000 Ft;38;1;tégla;gáz (cirko);földszint;felújított;nem;Budapest
Budapest IX ker;39 900 000 Ft;55;2;tégla;gáz (konvektor);4;felújított;nem;Budapest
Tatabánya;20 900 000 Ft;74;3;- nem meghatározott -;központi futés;2;jó;NA;Komárom-Esztergom
Budapest VI ker;59 300 000 Ft;61;2;tégla;cirkó;1;jó;igen;Budapest
Budapest IX ker;39 900 000 Ft;55;2;tégla;gáz (konvektor);4;felújított;NA;Budapest
Budapest IV ker;54 900 000 Ft;86;4;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest XVI ker;24 990 000 Ft;38;1;tégla;gáz (cirko);földszint;felújított;NA;Budapest
Budapest XVII ker;33 400 000 Ft;73;1 + 3;panel;távfutés;3;jó állapotú;NA;Budapest
Budapest XIII ker;78 000 000 Ft;90;4;tégla;házközponti egyedi méréssel;2;új építésu;igen;Budapest
Budapest XIV ker;26 800 000 Ft;38;1 + 1;tégla;elektromos;szuterén;jó állapotú;nem;Budapest
Budapest IV ker;42 990 000 Ft;65;1 + 2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest IV ker;29 900 000 Ft;53;2;panel;házközponti egyedi méréssel;10;jó állapotú;igen;Budapest
Budapest VIII ker;23 990 000 Ft;31;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest VI ker;149 900 000 Ft;137;5;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VI ker;46 000 000 Ft;51;1;tégla;gáz (cirko);1;jó állapotú;igen;Budapest
Budapest VII ker;28 400 000 Ft;47;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest
Budapest VIII ker;24 990 000 Ft;27;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest XIII ker;88 400 000 Ft;87;3 + 1;tégla;házközponti egyedi méréssel;5;új építésu;igen;Budapest
Budapest XI ker;28 900 000 Ft;27;1;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest
Budapest VIII ker;31 500 000 Ft;66;2;tégla;gáz (cirko);1;közepes állapotú;igen;Budapest
Budapest VI ker;76 500 000 Ft;113;2 + 1;tégla;gáz (konvektor);1;közepes állapotú;igen;Budapest
Budapest VI ker;58 500 000 Ft;86;2 + 1;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest X ker;18 900 000 Ft;45;1 + 1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest VII ker;35 500 000 Ft;42;1;tégla;gáz (cirko);3;jó állapotú;nem;Budapest
Budapest V ker;59 990 000 Ft;48;1 + 1;tégla;gáz (konvektor);magasföldszint;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VI ker;28 900 000 Ft;27;1;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budapest VIII ker;40 900 000 Ft;76;3;tégla;gáz (cirko);2;jó állapotú;nem;Budapest
Budapest VI ker;90 000 000 Ft;110;3 + 2;tégla;egyéb;3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest IV ker;29 900 000 Ft;53;2 + 1;panel;házközponti futés;10;jó állapotú;igen;Budapest
Budapest IX ker;28 000 000 Ft;58;2;tégla;gáz (konvektor);magasföldszint;közepes állapotú;nem;Budapest
Budapest VII ker;64 800 000 Ft;74;3;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest XIII ker;32 300 000 Ft;56;3;tégla;gáz (konvektor);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest IX ker;81 890 000 Ft;87;3;tégla;házközponti egyedi méréssel;2;új építésu;igen;Budapest
Budapest IX ker;28 900 000 Ft;30;1;tégla;gáz (konvektor);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VI ker;48 500 000 Ft;45;2;tégla;gáz (konvektor);2;jó állapotú;nem;Budapest
Budapest VIII ker;19 200 000 Ft;21;2;tégla;elektromos;magasföldszint;felújítandó;nem;Budapest
Budapest XIII ker;88 000 000 Ft;96;2 + 2;tégla;gáz (konvektor);magasföldszint;felújítandó;igen;Budapest
Budapest XIII ker;38 900 000 Ft;70;2;panel;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest II ker;199 000 000 Ft;187;5;tégla;gáz;1;jó állapotú;nincs;Budapest
Budapest VIII ker;37 500 000 Ft;78;2;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest VIII ker;37 200 000 Ft;75;2 + 1;tégla;gáz (konvektor);földszint;közepes állapotú;nem;Budapest
Budapest VII ker;89 900 000 Ft;101;3;tégla;gáz (cirko);2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;37 500 000 Ft;78;2;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest XVI ker;52 900 000 Ft;75;1 + 2;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Budapest VIII ker;49 900 000 Ft;109;4;tégla;gáz (konvektor);2;jó állapotú;igen;Budapest
Budapest VII ker;28 800 000 Ft;29;1;tégla;gáz (konvektor);földszint;jó állapotú;nem;Budapest
Budapest VIII ker;21 700 000 Ft;36;1;tégla;elektromos;földszint;közepes állapotú;nem;Budapest
Budapest IX ker;99 500 000 Ft;82;3 + 1;tégla;gáz (cirko);magasföldszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VII ker;35 500 000 Ft;42;1;tégla;gáz (cirko);3;jó állapotú;nem;Budapest
Budapest XII ker;29 990 000 Ft;36;1 + 1;tégla;elektromos;földszint;jó állapotú;nem;Budapest
Budapest VIII ker;29 900 000 Ft;91;1;tégla;gáz (cirko);szuterén;felújítandó;nem;Budapest
Budapest VIII ker;45 900 000 Ft;88;4;tégla;távfutés;4;jó állapotú;nem;Budapest
Budapest IX ker;99 500 000 Ft;96;3 + 1;tégla;gáz (cirko);magasföldszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest X ker;29 900 000 Ft;60;1 + 2;panel;távfutés;2;közepes állapotú;igen;Budapest
Budapest VI ker;77 000 000 Ft;80;4;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;13 900 000 Ft;12;0 + 1;tégla;elektromos;földszint;jó állapotú;nem;Budapest
Budapest VIII ker;43 000 000 Ft;78;3;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest VIII ker;31 900 000 Ft;59;1 + 1;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VIII ker;74 000 000 Ft;115;3 + 1;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest XVI ker;34 900 000 Ft;38;1 + 1;tégla;házközponti egyedi méréssel;földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XXI ker;21 000 000 Ft;46;1 + 1;panel;házközponti egyedi méréssel;6;közepes állapotú;igen;Budapest
Budapest VII ker;69 900 000 Ft;88;2 + 1;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Budapest VII ker;34 900 000 Ft;51;2 + 1;tégla;gáz (konvektor);magasföldszint;jó állapotú;igen;Budapest
Budapest VII ker;27 900 000 Ft;27;1;tégla;gáz (konvektor);1;közepes állapotú;nem;Budapest
Budapest VIII ker;29 900 000 Ft;46;2;tégla;egyéb;földszint;felújítandó;nem;Budapest
Budapest VII ker;43 500 000 Ft;56;2;tégla;gáz (cirko);3;közepes állapotú;nem;Budapest
Budapest XIV ker;62 900 000 Ft;62;3;tégla;elektromos;magasföldszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;46 800 000 Ft;72;2;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VI ker;54 900 000 Ft;70;3;tégla;gáz (cirko);3;jó állapotú;nem;Budapest
Budapest VIII ker;47 600 000 Ft;110;4;tégla;egyéb;földszint;felújított;van;Budapest
Kaposvár;14 650 000 Ft;43;1 + 1;tégla;gáz;földszint;jó állapotú;nincs;Somogy
Budapest X ker;23 990 000 Ft;37;1;tégla;gáz;1;jó állapotú;nincs;Budapest
Balatonszemes;43 390 000 Ft;52;1 + 2;tégla;házközponti egyedi méréssel;2;újszeru (kevessebb mint 10éves);igen;Somogy
Balatonszemes;41 890 000 Ft;50;2 + 1;tégla;házközponti egyedi méréssel;1;újszeru (kevessebb mint 10éves);igen;Somogy
Oroszlány;14 800 000 Ft;51;2;tégla;házközponti futés;2;felújított;nem;Komárom-Esztergom
Balatonszemes;41 930 000 Ft;50;1 + 2;tégla;házközponti egyedi méréssel;1;újszeru (kevessebb mint 10éves);igen;Somogy
Budapest III ker;25 900 000 Ft;51;2;panel;távfutés egyedi mérovel;4;közepes állapotú;igen;Budapest
Balatonszemes;41 985 000 Ft;50;2 + 1;tégla;házközponti egyedi méréssel;1;újszeru (kevessebb mint 10éves);igen;Somogy
Budapest XIV ker;34 500 000 Ft;53;2;tégla;gáz - konvektor;3;nincs megadva;nincs;Budapest
Budapest III ker;25 900 000 Ft;51;2;panel;távfutés egyedi mérovel;4;közepes állapotú;igen;Budapest
Tatabánya;24 990 000 Ft;71;4;- nem meghatározott -;központi futés;1;jó;NA;Komárom-Esztergom
Balatonszemes;41 880 000 Ft;52;1 + 2;tégla;házközponti egyedi méréssel;1;újszeru (kevessebb mint 10éves);igen;Somogy
Budapest XIV ker;44 900 000 Ft;73;2 + 1;tégla;házközponti;2;nincs megadva;van;Budapest
Tatabánya;33 435 500 Ft;96;3 + 2;- nem meghatározott -;központi futés;1;jó;NA;Komárom-Esztergom
Budapest II ker;33 800 000 Ft;51;1;tégla;gáz (cirko);földszint;jó állapotú;NA;Budapest
Tatabánya;31 206 000 Ft;89;3 + 1;- nem meghatározott -;központi futés;földszint;jó;NA;Komárom-Esztergom
Tatabánya;32 361 000 Ft;92;2 + 2;- nem meghatározott -;központi futés;1;jó;NA;Komárom-Esztergom
Siófok;55 000 000 Ft;35;2;tégla;házközponti futés;földszint;újszeru (kevessebb mint 10éves);NA;Somogy
Pápa;12 490 000 Ft;57;2;tégla;nincs megadva;nincs megadva;nincs megadva;nincs;Veszprém
Tatabánya;29 172 500 Ft;83;2 + 2;- nem meghatározott -;központi futés;1;jó;NA;Komárom-Esztergom
Budapest X ker;26 900 000 Ft;53;2;nincs megadva;házközponti futés egyedi méréssel;3;nincs megadva;NA;Budapest
Budapest XI ker;45 000 000 Ft;57;2;nincs megadva;gáz (konvektor);magasföldszint;felújítandó;nem;Budapest
Vác;20 900 000 Ft;60;3;tégla;gáz;magasföldszint;átlagos;NA;Pest
Budapest XI ker;43 000 000 Ft;65;3;panel;távfutés egyedi mérovel;1;nincs megadva;nincs;Budapest
Balatonszemes;47 980 000 Ft;50;2 + 1;tégla;házközponti egyedi méréssel;3;újszeru (kevessebb mint 10éves);igen;Somogy
Budapest VIII ker;35 000 000 Ft;73;2 + 1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest VIII ker;48 900 000 Ft;87;2;tégla;gáz (konvektor);3;jó állapotú;nem;Budapest
Budapest VIII ker;63 000 000 Ft;68;2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;54 900 000 Ft;54;2;tégla;házközponti egyedi méréssel;földszint;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VIII ker;28 000 000 Ft;37;1;tégla;gáz (konvektor);1;jó állapotú;nem;Budapest
Budapest XIII ker;74 900 000 Ft;57;1 + 1;tégla;házközponti egyedi méréssel;6;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VII ker;64 900 000 Ft;49;2;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VIII ker;120 000 000 Ft;115;4;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest VIII ker;59 000 000 Ft;95;3;tégla;gáz (cirko);2;jó állapotú;nem;Budapest
Budapest VIII ker;33 000 000 Ft;62;2;tégla;gáz (cirko);2;jó állapotú;igen;Budapest
Budapest VIII ker;34 900 000 Ft;41;1 + 1;tégla;gáz (konvektor);2;közepes állapotú;nem;Budapest
Budapest VIII ker;29 900 000 Ft;46;2;tégla;egyéb;földszint;felújítandó;nem;Budapest
Budapest V ker;59 900 000 Ft;73;2 + 1;tégla;gáz (cirko);1;közepes állapotú;igen;Budapest
Budapest XIV ker;36 900 000 Ft;50;2;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Budapest VIII ker;33 900 000 Ft;71;2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest VII ker;78 900 000 Ft;113;2 + 1;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;49 900 000 Ft;94;3 + 1;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Budapest II ker;45 000 000 Ft;43;1;tégla;gáz (konvektor);2;közepes állapotú;igen;Budapest
Budapest III ker;38 900 000 Ft;68;2 + 1;panel;távfutés;7;jó állapotú;igen;Budapest
Budapest VI ker;48 900 000 Ft;51;2;tégla;gáz (cirko);földszint;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;33 000 000 Ft;62;2;tégla;gáz (cirko);2;jó állapotú;igen;Budapest
Budapest VII ker;47 500 000 Ft;50;1 + 2;tégla;elektromos;2;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VIII ker;46 800 000 Ft;72;2;tégla;gáz (cirko);1;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest VII ker;164 500 000 Ft;130;3 + 1;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
Budapest XVIII ker;24 900 000 Ft;53;1 + 2;panel;távfutés;10;közepes állapotú;igen;Budapest
Budapest II ker;45 000 000 Ft;43;1;tégla;gáz (konvektor);2;közepes állapotú;igen;Budapest
Budapest VIII ker;63 000 000 Ft;68;2;tégla;gáz (cirko);3;újszeru (kevesebb mint 10éves);nem;Budapest
