"","telepules","ar_e_ft","terulet_m_2","szobak","epites_tipusa","futes","emelet","ing_allapota","lift","megye","egesz_szoba","felszobak_szama","regio"
"2612","Budaörs",71500,82,"4","tégla","villany",1,"új építésű","0","Pest",4,0,"Pest"
"2613","Sopron",43086,83,"4","tégla","gaz",1,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2614","Budapest II ker",124900,115,"4","tégla","gaz",1,"jó állapotú","1","Budapest",4,0,"Budapest"
"2615","Siófok",95691.9,70,"4","tégla","gaz",1,"új építésű","1","Somogy",4,0,"Del_Dunantul"
"2616","Nyíregyháza",31490,124,"4","tégla","gaz",1,"jó állapotú","1","Szabolcs-Szatmár-Bereg",4,0,"Eszak_Alfold"
"2617","Székesfehérvár",69760,104,"4","tégla","egyeb",1,"új építésű","1","Fejér",4,0,"Kozep_Dunantul"
"2618","Székesfehérvár",72150,101,"4","tégla","egyeb",1,"új építésű","1","Fejér",4,0,"Kozep_Dunantul"
"2619","Pécs",82000,115,"4","tégla","gaz",1,"építés alatt","0","Baranya",4,0,"Del_Dunantul"
"2620","Szombathely",28990,112,"4","tégla","gaz",1,"jó állapotú","0","Vas",4,0,"Nyugat_Dunantul"
"2621","Pécs",70000,230,"4","tégla","gaz",1,"felújított","0","Baranya",4,0,"Del_Dunantul"
"2622","Szeged",81696,118,"4","tégla","egyeb",1,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2623","Szeged",51282,85,"4","tégla","egyeb",1,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2624","Budapest VIII ker",47990,71,"4","tégla","gaz",0,"újszerű","0","Budapest",4,0,"Budapest"
"2625","Herceghalom",62738,90,"4","egyéb","egyeb",0,"új építésű","0","Pest",4,0,"Pest"
"2626","Budapest VIII ker",47600,110,"4","tégla","egyeb",0,"felújított","1","Budapest",4,0,"Budapest"
"2627","Budapest III ker",115000,100,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2628","Biatorbágy",59800,96,"4","tégla","gaz",0,"újszerű","0","Pest",4,0,"Pest"
"2629","Vác",89900,110,"4","tégla","gaz",0,"új építésű","1","Pest",4,0,"Pest"
"2630","Budapest XI ker",119000,116,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2631","Budapest XI ker",98101.8,100,"4","tégla","egyeb",0,"építés alatt","1","Budapest",4,0,"Budapest"
"2632","Biatorbágy",59400,83,"4","tégla","egyeb",0,"építés alatt","0","Pest",4,0,"Pest"
"2633","Budaörs",79000,109,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2634","Budapest XII ker",139900,105,"4","tégla","gaz",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2635","Budapest XIV ker",52000,78,"4","tégla","gaz",0,"felújított","0","Budapest",4,0,"Budapest"
"2636","Budapest XI ker",269000,280,"4","tégla","egyeb",0,"újszerű","0","Budapest",4,0,"Budapest"
"2637","Szentendre",59900,74,"4","egyéb","gaz",0,"újszerű","0","Pest",4,0,"Pest"
"2638","Budapest III ker",125000,120,"4","tégla","egyeb",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2639","Székesfehérvár",39000,124,"4","tégla","gaz",0,"jó állapotú","0","Fejér",4,0,"Kozep_Dunantul"
"2640","Biatorbágy",58900,91,"4","tégla","egyeb",0,"építés alatt","0","Pest",4,0,"Pest"
"2641","Budapest XI ker",81000,85,"4","tégla","egyeb",0,"építés alatt","1","Budapest",4,0,"Budapest"
"2642","Budapest XI ker",107000,111,"4","tégla","egyeb",0,"építés alatt","1","Budapest",4,0,"Budapest"
"2643","Budapest XI ker",72000,76,"4","tégla","egyeb",0,"építés alatt","1","Budapest",4,0,"Budapest"
"2644","Budapest I ker",165000,138,"4","tégla","gaz",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2645","Budapest III ker",99900,100,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2646","Budapest XI ker",139500,124,"4","tégla","egyeb",0,"új építésű","1","Budapest",4,0,"Budapest"
"2647","Budapest XI ker",148648.8,148,"4","tégla","egyeb",0,"új építésű","0","Budapest",4,0,"Budapest"
"2648","Budapest XIV ker",78500,98,"4","tégla","kozponti",0,"építés alatt","1","Budapest",4,0,"Budapest"
"2649","Budapest XIV ker",78500,98,"4","tégla","kozponti",0,"új építésű","1","Budapest",4,0,"Budapest"
"2650","Pécs",49500,87,"4","tégla","gaz",0,"új építésű","0","Baranya",4,0,"Del_Dunantul"
"2651","Budapest XI ker",149076.4,140,"4","tégla","egyeb",0,"új építésű","0","Budapest",4,0,"Budapest"
"2652","Pécs",105000,139,"4","tégla","egyeb",0,"építés alatt","0","Baranya",4,0,"Del_Dunantul"
"2653","Budapest XI ker",112815,104,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2654","Pécs",65800,109,"4","tégla","kozponti",0,"új építésű","0","Baranya",4,0,"Del_Dunantul"
"2655","Budapest I ker",159000,170,"4","tégla","gaz",0,"közepes állapotú","0","Budapest",4,0,"Budapest"
"2656","Budapest III ker",99990,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2657","Budapest III ker",99000,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2658","Budapest III ker",79500,110,"4","tégla","gaz",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2659","Budapest XI ker",107815,104,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2660","Szombathely",41400,75,"4","tégla","tavfutes",0,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2661","Szombathely",41400,75,"4","tégla","tavfutes",0,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2662","Budapest IX ker",69000,53,"4","tégla","gaz",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2663","Debrecen",27700,84,"4","panel","tavfutes",0,"felújított","1","Hajdú-Bihar",4,0,"Eszak_Alfold"
"2664","Debrecen",27700,84,"4","panel","tavfutes",0,"felújított","1","Hajdú-Bihar",4,0,"Eszak_Alfold"
"2665","Budapest XI ker",114697,104,"4","tégla","egyeb",0,"építés alatt","0","Budapest",4,0,"Budapest"
"2666","Budaörs",75800,83,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2667","Budaörs",75800,83,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2668","Budapest XII ker",158750,86,"4","tégla","egyeb",0,"új építésű","1","Budapest",4,0,"Budapest"
"2669","Budapest XI ker",136860,131,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2670","Budapest III ker",72000,110,"4","tégla","kozponti",0,"jó állapotú","0","Budapest",4,0,"Budapest"
"2671","Vác",75900,93,"4","tégla","egyeb",0,"új építésű","0","Pest",4,0,"Pest"
"2672","Vác",89900,108,"4","tégla","egyeb",0,"új építésű","0","Pest",4,0,"Pest"
"2673","Budapest III ker",99990,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2674","Budapest III ker",99000,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2675","Budapest III ker",99990,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2676","Budapest III ker",99000,103,"4","tégla","gaz",0,"új építésű","1","Budapest",4,0,"Budapest"
"2677","Budakalász",77167,106,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2678","Budakalász",70890,96,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2679","Budakalász",69636,99,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2680","Budakalász",68000,88,"4","tégla","gaz",0,"új építésű","0","Pest",4,0,"Pest"
"2681","Szántód",115082,103,"4","tégla","egyeb",0,"építés alatt","0","Somogy",4,0,"Del_Dunantul"
"2682","Balatonföldvár",79990,88,"4","tégla","egyeb",0,"új építésű","1","Somogy",4,0,"Del_Dunantul"
"2683","Budapest XI ker",104900,109,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2684","Budapest XI ker",104900,111,"4","tégla","gaz",0,"új építésű","0","Budapest",4,0,"Budapest"
"2685","Gödöllo",54000,208,"4","tégla","gaz",0,"építés alatt","0","Pest",4,0,"Pest"
"2686","Szombathely",55679,92,"4","tégla","kozponti",0,"új építésű","1","Vas",4,0,"Nyugat_Dunantul"
"2687","Sopron",46474,83,"4","tégla","gaz",0,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2688","Sopron",46289,81,"4","tégla","gaz",0,"új építésű","1","Gyor-Moson-Sopron",4,0,"Nyugat_Dunantul"
"2689","Budapest III ker",134550,95,"4","tégla","egyeb",0,"új építésű","0","Budapest",4,0,"Budapest"
"2690","Budapest VIII ker",47990,71,"4","tégla","gaz",0,"újszerű","0","Budapest",4,0,"Budapest"
"2691","Szeged",74009.2,123,"4","tégla","egyeb",0,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2692","Szeged",41736,63,"4","tégla","egyeb",0,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2693","Szeged",100205.2,146,"4","tégla","egyeb",0,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2694","Szeged",75591,128,"4","tégla","egyeb",0,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2695","Szeged",61716,101,"4","tégla","egyeb",0,"építés alatt","1","Csongrád",4,0,"Del_Alfold"
"2696","Budapest VIII ker",198000,142,"5","tégla","gaz",10,"új építésű","1","Budapest",5,0,"Budapest"
"2697","Budapest IX ker",129735,116,"5","tégla","egyeb",8,"új építésű","1","Budapest",5,0,"Budapest"
"2698","Budapest XIII ker",108984.2,97,"5","tégla","tavfutes",7,"újszerű","1","Budapest",5,0,"Budapest"
"2699","Budapest III ker",154800,124,"5","tégla","kozponti",6,"újszerű","1","Budapest",5,0,"Budapest"
"2700","Budapest III ker",154800,124,"5","tégla","kozponti",6,"újszerű","1","Budapest",5,0,"Budapest"
"2701","Budapest X ker",113149,227,"5","egyéb","egyeb",5,"új építésű","1","Budapest",5,0,"Budapest"
"2702","Budapest X ker",113149,138,"5","tégla","kozponti",5,"új építésű","1","Budapest",5,0,"Budapest"
"2703","Budapest X ker",78293.3,148,"5","egyéb","egyeb",4,"új építésű","1","Budapest",5,0,"Budapest"
"2704","Budapest II ker",110000,147,"5","tégla","gaz",4,"jó állapotú","1","Budapest",5,0,"Budapest"
"2705","Budapest X ker",78293.3,118,"5","tégla","kozponti",4,"új építésű","1","Budapest",5,0,"Budapest"
"2706","Budapest XIII ker",104500,105,"5","tégla","kozponti",3,"új építésű","1","Budapest",5,0,"Budapest"
"2707","Budapest VIII ker",69000,139,"5","tégla","gaz",3,"jó állapotú","0","Budapest",5,0,"Budapest"
"2708","Budapest II ker",104900,135,"5","tégla","gaz",3,"közepes állapotú","1","Budapest",5,0,"Budapest"
"2709","Budapest II ker",68900,102,"5","tégla","gaz",3,"jó állapotú","0","Budapest",5,0,"Budapest"
"2710","Budapest XIII ker",102683,129,"5","tégla","gaz",3,"új építésű","1","Budapest",5,0,"Budapest"
"2711","Budapest XIII ker",102683,129,"5","tégla","gaz",3,"új építésű","1","Budapest",5,0,"Budapest"
"2712","Budapest VI ker",149900,137,"5","tégla","gaz",2,"újszerű","1","Budapest",5,0,"Budapest"
"2713","Budapest VI ker",149900,137,"5","tégla","gaz",2,"újszerű","1","Budapest",5,0,"Budapest"
"2714","Budapest XIII ker",85000,135,"5","tégla","gaz",2,"felújítandó","1","Budapest",5,0,"Budapest"
"2715","Budapest VII ker",93000,125,"5","tégla","gaz",2,"felújítandó","1","Budapest",5,0,"Budapest"
"2716","Miskolc",49900,158,"5","tégla","gaz",2,"felújított","0","Borsod-Abaúj-Zemplén",5,0,"Eszak_Magyarorszag"
"2717","Budapest II ker",89900,120,"5","tégla","gaz",2,"felújított","0","Budapest",5,0,"Budapest"
"2718","Pécs",29000,140,"5","panel","tavfutes",2,"jó állapotú","0","Baranya",5,0,"Del_Dunantul"
"2719","Szolnok",32900,120,"5","tégla","gaz",2,"jó állapotú","0","Jász-Budapestgykun-Szolnok",5,0,"Eszak_Alfold"
"2720","Budapest II ker",199000,187,"5","tégla","gaz",1,"jó állapotú","0","Budapest",5,0,"Budapest"
"2721","Budapest XI ker",139000,103,"5","tégla","gaz",1,"jó állapotú","0","Budapest",5,0,"Budapest"
"2722","Szeged",31900,141,"5","tégla","villany",1,"felújított","0","Csongrád",5,0,"Del_Alfold"
"2723","Pécs",46900,94,"5","tégla","gaz",1,"építés alatt","0","Baranya",5,0,"Del_Dunantul"
"2724","Budapest V ker",221400,164,"5","tégla","gaz",1,"közepes állapotú","1","Budapest",5,0,"Budapest"
"2725","Budapest V ker",221400,164,"5","tégla","gaz",1,"közepes állapotú","1","Budapest",5,0,"Budapest"
"2726","Budapest II ker",141000,111,"5","tégla","gaz",1,"újszerű","1","Budapest",5,0,"Budapest"
"2727","Budapest II ker",141000,111,"5","tégla","gaz",1,"újszerű","1","Budapest",5,0,"Budapest"
"2728","Miskolc",43000,207,"5","tégla","gaz",1,"közepes állapotú","0","Borsod-Abaúj-Zemplén",5,0,"Eszak_Magyarorszag"
"2729","Budapest VI ker",168000,192,"5","tégla","gaz",1,"felújított","1","Budapest",5,0,"Budapest"
"2730","Budapest VI ker",168000,192,"5","tégla","gaz",1,"felújított","1","Budapest",5,0,"Budapest"
"2731","Budapest XII ker",238760,130,"5","tégla","egyeb",1,"új építésű","1","Budapest",5,0,"Budapest"
"2732","Budapest XX ker",39999.9,125,"5","tégla","gaz",1,"jó állapotú","0","Budapest",5,0,"Budapest"
"2733","Budapest VII ker",109900,167,"5","tégla","gaz",1,"felújítandó","0","Budapest",5,0,"Budapest"
"2734","Pécs",45578,89,"5","tégla","gaz",1,"új építésű","0","Baranya",5,0,"Del_Dunantul"
"2735","Vác",89900,114,"5","tégla","egyeb",1,"új építésű","0","Pest",5,0,"Pest"
"2736","Budapest III ker",168000,193,"5","tégla","gaz",1,"új építésű","0","Budapest",5,0,"Budapest"
"2737","Budapest VIII ker",89000,170,"5","tégla","gaz",1,"felújítandó","0","Budapest",5,0,"Budapest"
"2738","Budapest XIX ker",43900,113,"5","tégla","gaz",1,"jó állapotú","0","Budapest",5,0,"Budapest"
"2739","Herceghalom",72771,105,"5","egyéb","egyeb",0,"új építésű","0","Pest",5,0,"Pest"
"2740","Budapest XI ker",139230,133,"5","tégla","egyeb",0,"új építésű","1","Budapest",5,0,"Budapest"
"2741","Budaörs",124900,155,"5","tégla","gaz",0,"újszerű","0","Pest",5,0,"Pest"
"2742","Szentendre",61099,94,"5","egyéb","egyeb",0,"új építésű","0","Pest",5,0,"Pest"
"2743","Pécs",44900,94,"5","tégla","gaz",0,"építés alatt","0","Baranya",5,0,"Del_Dunantul"
"2744","Budaörs",79900,129,"5","tégla","gaz",0,"új építésű","0","Pest",5,0,"Pest"
"2745","Budapest X ker",158000,162,"5","tégla","kozponti",0,"újszerű","1","Budapest",5,0,"Budapest"
"2746","Budapest X ker",158000,162,"5","tégla","kozponti",0,"újszerű","1","Budapest",5,0,"Budapest"
"2747","Budapest XV ker",88000,107,"5","tégla","gaz",0,"jó állapotú","1","Budapest",5,0,"Budapest"
"2748","Bicske",30000,114,"5","tégla","egyeb",0,"jó állapotú","0","Fejér",5,0,"Kozep_Dunantul"
"2749","Budapest XV ker",88000,107,"5","tégla","gaz",0,"jó állapotú","1","Budapest",5,0,"Budapest"
"2750","Budapest XII ker",344750,190,"5","tégla","egyeb",0,"új építésű","0","Budapest",5,0,"Budapest"
"2751","Budapest XI ker",242800,123,"5","tégla","egyeb",0,"új építésű","1","Budapest",5,0,"Budapest"
"2752","Budakalász",72012,98,"5","tégla","gaz",0,"új építésű","0","Pest",5,0,"Pest"
"2753","Budapest XIV ker",148000,150,"5","tégla","gaz",0,"jó állapotú","0","Budapest",5,0,"Budapest"
"2754","Budapest XI ker",133300,135,"5","tégla","egyeb",0,"új építésű","0","Budapest",5,0,"Budapest"
"2755","Budaörs",133300,135,"5","tégla","egyeb",0,"új építésű","0","Pest",5,0,"Pest"
"2756","Siófok",42000,105,"5","tégla","gaz",0,"jó állapotú","0","Somogy",5,0,"Del_Dunantul"
"2757","Budapest VIII ker",119000,141,"6","tégla","gaz",4,"jó állapotú","1","Budapest",6,0,"Budapest"
"2758","Budapest VIII ker",139990,157,"6","tégla","villany",4,"felújított","1","Budapest",6,0,"Budapest"
"2759","Budapest VIII ker",139990,157,"6","tégla","villany",4,"felújított","1","Budapest",6,0,"Budapest"
"2760","Budapest VIII ker",139990,157,"6","tégla","villany",4,"felújított","1","Budapest",6,0,"Budapest"
"2761","Budapest II ker",119000,175,"6","tégla","gaz",4,"közepes állapotú","1","Budapest",6,0,"Budapest"
"2762","Budapest II ker",119000,175,"6","tégla","gaz",4,"közepes állapotú","1","Budapest",6,0,"Budapest"
"2763","Budapest VII ker",119790,162,"6","tégla","kozponti",2,"jó állapotú","0","Budapest",6,0,"Budapest"
"2764","Budaörs",121800,168,"6","tégla","gaz",2,"új építésű","0","Pest",6,0,"Pest"
"2765","Budapest VI ker",117000,160,"6","tégla","gaz",1,"felújított","0","Budapest",6,0,"Budapest"
"2766","Balatonberény",85000,283,"6","tégla","egyeb",1,"felújított","0","Somogy",6,0,"Del_Dunantul"
"2767","Pécel",44900,198,"6","tégla","gaz",0,"jó állapotú","0","Pest",6,0,"Pest"
"2768","Budapest XVI ker",99049,176,"6","tégla","gaz",0,"építés alatt","0","Budapest",6,0,"Budapest"
"2769","Budapest XVI ker",109850,166,"6","tégla","gaz",0,"építés alatt","0","Budapest",6,0,"Budapest"
"2770","Budapest XVI ker",89950,172,"6","tégla","gaz",0,"építés alatt","0","Budapest",6,0,"Budapest"
"2771","Szentendre",88900,150,"6","tégla","gaz",0,"új építésű","0","Pest",6,0,"Pest"
"2772","Budapest VII ker",134900,120,"7","tégla","gaz",3,"felújított","1","Budapest",7,0,"Budapest"
"2773","Budapest VII ker",134900,120,"7","tégla","gaz",3,"felújított","1","Budapest",7,0,"Budapest"
"2774","Siófok",99500,240,"8","tégla","gaz",1,"jó állapotú","0","Somogy",8,0,"Del_Dunantul"
"2775","Budapest VII ker",450000,347,"12","tégla","gaz",1,"újszerű","1","Budapest",1,0,"Budapest"
"2776","Budapest VI ker",550000,450,"13","tégla","gaz",1,"jó állapotú","1","Budapest",1,0,"Budapest"
"2777","Budapest VI ker",450000,450,"13","tégla","gaz",1,"felújított","0","Budapest",1,0,"Budapest"
"2778","Budapest VIII ker",13900,12,"0 + 1","tégla","villany",0,"jó állapotú","0","Budapest",0,1,"Budapest"
"2779","Budapest XIII ker",38900,51,"0 + 2","tégla","gaz",2,"jó állapotú","0","Budapest",0,2,"Budapest"
"2780","Budapest XIII ker",34900,35,"0 + 2","tégla","gaz",2,"újszerű","1","Budapest",0,2,"Budapest"
"2781","Budapest XIII ker",27900,28,"0 + 2","tégla","gaz",0,"újszerű","0","Budapest",0,2,"Budapest"
"2782","Budapest XI ker",25800,38,"0 + 2","tégla","villany",-1,"jó állapotú","0","Budapest",0,2,"Budapest"
"2783","Budapest XV ker",16900,35,"0 + 3","tégla","kozponti",0,"újszerű","0","Budapest",0,3,"Budapest"
"2784","Budapest XVIII ker",21500,35,"1 + 1","panel","tavfutes",11,"közepes állapotú","1","Budapest",1,1,"Budapest"
"2785","Budapest XVIII ker",20750,35,"1 + 1","panel","tavfutes",11,"jó állapotú","1","Budapest",1,1,"Budapest"
"2786","Pécs",24900,43,"1 + 1","tégla","tavfutes",11,"újszerű","1","Baranya",1,1,"Del_Dunantul"
"2787","Budapest XIV ker",27900,46,"1 + 1","panel","kozponti",10,"jó állapotú","1","Budapest",1,1,"Budapest"
"2788","Budapest XIV ker",31900,46,"1 + 1","panel","tavfutes",10,"újszerű","1","Budapest",1,1,"Budapest"
"2789","Budapest XXI ker",23900,46,"1 + 1","panel","kozponti",10,"jó állapotú","1","Budapest",1,1,"Budapest"
"2790","Budapest XV ker",22900,36,"1 + 1","panel","kozponti",10,"újszerű","1","Budapest",1,1,"Budapest"
"2791","Budapest III ker",31850,52,"1 + 1","panel","kozponti",10,"jó állapotú","1","Budapest",1,1,"Budapest"
"2792","Dunakeszi",22500,35,"1 + 1","panel","tavfutes",10,"jó állapotú","1","Pest",1,1,"Pest"
"2793","Budapest XVIII ker",22190,35,"1 + 1","panel","kozponti",10,"újszerű","1","Budapest",1,1,"Budapest"
"2794","Budapest XXI ker",23900,47,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2795","Budapest XXI ker",23900,47,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2796","Budapest XVIII ker",22190,35,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2797","Budapest XXI ker",23900,46,"1 + 1","panel","kozponti",10,"jó állapotú","1","Budapest",1,1,"Budapest"
"2798","Szolnok",11500,41,"1 + 1","panel","kozponti",10,"felújított","1","Jász-Budapestgykun-Szolnok",1,1,"Eszak_Alfold"
"2799","Budapest VIII ker",25990,41,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2800","Budapest XIII ker",26000,35,"1 + 1","panel","tavfutes",10,"felújítandó","1","Budapest",1,1,"Budapest"
"2801","Budapest IV ker",26990,34,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2802","Budapest IV ker",26990,34,"1 + 1","panel","tavfutes",10,"felújított","1","Budapest",1,1,"Budapest"
"2803","Budapest IV ker",25990,35,"1 + 1","panel","kozponti",9,"jó állapotú","1","Budapest",1,1,"Budapest"
