Település;ár_EFt;terulet;Szobák;Építéstípusa;Futés;Emelet;Ing. állapota;Lift;Megye;egészszoba;félszobákszáma
Balmazújváros;36000;180;5;tégla;gáz (cirko);NA;közepes állapotú;nincs;Hajdú-Bihar;5;0
Budapest III ker;340000;198;5;tégla;NA;NA;NA;van;Budapest;5;0
Budapest XX ker;39900;118;5;tégla;NA;NA;NA;nincs;Budapest;5;0
Budapest XX ker;40900;109;5;tégla;gáz (cirko);NA;NA;nincs;Budapest;5;0
Budapest VII ker;140000;115;5;tégla;gáz (cirko);NA;újszerű;igen;Budapest;5;0
Szentendre;63625;97;5;egyéb;egyéb;NA;új építésű;nem;Pest;5;0
Szentendre;71494;110;5;egyéb;gáz (cirko);NA;új építésű;nem;Pest;5;0
Szentendre;65600;100;5;egyéb;egyéb;NA;új építésű;nem;Pest;5;0
Szentendre;55200;99;5;egyéb;egyéb;NA;új építésű;nem;Pest;5;0
Érd;85000;223;5;tégla;gáz (cirko);NA;NA;nincs;Pest;5;0
Tolna;18000;177;5;NA;NA;NA;NA;NA;TolBudapest;5;0
Dunakeszi;85000;135;5;tégla;NA;NA;NA;NA;Pest;5;0
Dunakeszi;83500;116;5;tégla;NA;NA;NA;NA;Pest;5;0
Budapest III ker;160000;158;5;tégla;gáz (cirko);NA;NA;van;Budapest;5;0
Debrecen;49500;136;5;NA;gáz (cirko);NA;NA;NA;Hajdú-Bihar;5;0
Debrecen;49900;120;5;tégla;gáz (cirko);NA;NA;nincs;Hajdú-Bihar;5;0
Budapest X ker;158000;162;5;tégla;központi;NA;NA;van;Budapest;5;0
Budapest II ker;120000;164;5;tégla;gáz (cirko);NA;jó állapotú;NA;Budapest;5;0
Budapest VI ker;186761.9;106;5;tégla;gáz (cirko);NA;új építésű;igen;Budapest;5;0
Budapest IX ker;120000;45;5;tégla;gáz (cirko);NA;NA;nincs;Budapest;5;0
Nyíregyháza;32500;170;5;tégla;gáz (cirko);NA;közepes állapotú;NA;Szabolcs-Szatmár-Bereg;5;0
Budapest XI ker;103500;185;5;tégla;gáz (konvektor);NA;jó állapotú;NA;Budapest;5;0
Érd;26000;140;5;tégla;gáz (cirko);NA;NA;nincs;Pest;5;0
Budapest XX ker;43900;118;5;tégla;NA;NA;NA;nincs;Budapest;5;0
